Transaction_ID,Transaction_Date,Customer_ID,Product_Name,Quantity,Price,Payment_Method,Transaction_Status
T26361,2023-09-06,C3880,Coffee Machine,170,530.73,Credit Card,Completed
T26364,2024-09-22,C4603,Laptop,313,243.66,Cash,Failed
T26377,2022-07-09,C2604,Tablet,8,439.43,Cash,Completed
T26383,2023-07-24,C4870,Tablet,1,612.83,PayPal,Completed
T26395,2020-01-22,C710,Headphones,419,655.68,Credit Card,Completed
T26429,2022-09-14,C2751,Laptop,389,817.42,PayPal,Pending
T26430,2020-12-05,C2185,Coffee Machine,618,777.65,Credit Card,Completed
T26484,2022-10-07,C1422,Tablet,2,814.45,Credit Card,Completed
T26486,2020-10-18,C1843,Tablet,7,891.74,PayPal,Failed
T26497,2024-02-08,C4999,Smartphone,541,209.12,PayPal,Failed
T26500,2025-01-31,C1636,Smartphone,6,810.66,PayPal,Completed
T26513,2023-02-16,C1293,Tablet,802,82.21,Credit Card,Completed
T26539,2020-02-18,C170,Headphones,747,939.13,Cash,Completed
T26551,2022-11-07,C3993,Laptop,3,876.56,Credit Card,Completed
T26555,2022-01-03,C2042,Tablet,3,743.37,Credit Card,Completed
T26561,2022-10-10,C2272,Headphones,10,648.29,Credit Card,Completed
T26624,2022-06-28,C4787,Coffee Machine,615,528.71,PayPal,Failed
T26654,2022-01-23,C2376,Headphones,3,866.86,Credit Card,Completed
T26687,2024-02-15,C4612,Coffee Machine,4,243.74,Cash,Completed
T26717,2021-02-10,C4542,Tablet,873,801.12,Credit Card,Failed
T26733,2021-06-28,C1347,Coffee Machine,2,532.38,Credit Card,Pending
T26763,2023-11-17,C737,Headphones,756,600.15,PayPal,Pending
T26784,2022-07-22,C2096,Laptop,874,258.13,Cash,Completed
T26785,2022-11-22,C2518,Tablet,9,610.27,PayPal,Pending
T26800,2022-10-15,C4147,Tablet,376,855.91,Cash,Completed
T26809,2021-10-03,C2896,Smartphone,423,618.24,Credit Card,Completed
T26824,2020-04-27,C1895,Coffee Machine,9,224.22,PayPal,Completed
T26833,2021-01-09,C4027,Laptop,9,594.48,Cash,Pending
T26841,2023-04-23,C1035,Coffee Machine,436,814.65,PayPal,Pending
T26846,2024-04-18,C3932,Tablet,117,770.8,Cash,Pending
T26894,2021-07-19,C1698,Coffee Machine,7,617.27,Credit Card,Completed
T26926,2022-12-05,C238,Headphones,4,162.96,PayPal,Completed
T26957,2024-05-16,C714,Smartphone,5,858.88,PayPal,Completed
T26970,2022-05-26,C3650,Laptop,6,985.79,PayPal,Completed
T26987,2020-08-18,C2942,Laptop,6,494.34,Credit Card,Completed
T26999,2022-11-01,C1863,Tablet,499,268.69,Credit Card,Completed
T27000,2023-09-26,C4318,Headphones,477,656.59,Credit Card,Completed
T27046,2022-02-28,C1996,Smartphone,529,908.91,Credit Card,Completed
T27056,2020-05-22,C2895,Tablet,6,399.13,Credit Card,Failed
T27072,2020-12-30,C3866,Tablet,7,643.99,Credit Card,Completed
T27076,2023-02-21,C2658,Tablet,6,83.61,PayPal,Failed
T27157,2021-10-08,C4706,Tablet,1,75.8,Credit Card,Completed
T27229,2021-03-19,C2561,Smartphone,10,751.33,Credit Card,Completed
T27246,2022-01-21,C660,Laptop,7,116.05,Credit Card,Completed
T27247,2020-01-10,C1096,Laptop,5,222.67,Cash,Completed
T27253,2024-03-13,C1676,Headphones,887,655.53,Cash,Failed
T27272,2021-05-20,C4478,Smartphone,802,484.76,Credit Card,Pending
T27288,2023-10-28,C4798,Smartphone,6,939.26,PayPal,Completed
T27332,2023-03-17,C1289,Headphones,337,390.35,PayPal,Completed
T27360,2021-03-13,C1301,Coffee Machine,602,360.05,PayPal,Completed
T27366,2021-02-15,C3299,Tablet,7,276.35,PayPal,Pending
T27374,2023-06-05,C2181,Coffee Machine,712,569.59,Credit Card,Pending
T27383,2022-05-27,C3679,Tablet,3,196.14,Credit Card,Completed
T27405,2021-07-11,C2620,Tablet,3,697.66,PayPal,Pending
T27510,2023-05-15,C2071,Smartphone,5,528.04,Credit Card,Completed
T27524,2023-02-14,C1362,Laptop,114,675.03,PayPal,Completed
T27528,2024-09-10,C631,Tablet,879,213.35,Credit Card,Pending
T27551,2024-01-22,C3506,Smartphone,4,213.05,Cash,Completed
T27552,2025-01-28,C3152,Coffee Ma,6,807.25,PayPal,Completed
T27591,2024-03-18,C4147,Headphones,958,918.68,Credit Card,Completed
T27600,2020-05-16,C2683,Tablet,1,365.63,Credit Card,Completed
T27604,2021-09-08,C2332,Coffee Machine,769,741.73,PayPal,Completed
T27614,2022-10-16,C1588,Laptop,7,687.35,Credit Card,Completed
T27636,2021-09-15,C3685,Coffee Machine,4,942.02,PayPal,Completed
T27653,2021-12-22,C4952,Headphones,9,709.94,PayPal,Completed
T27684,2022-06-19,C1145,Tablet,500,879.51,Credit Card,Completed
T27689,2025-01-04,C594,Headphones,9,554.12,Credit Card,Completed
T27694,2024-11-15,C1806,Headphones,10,601.96,PayPal,Completed
T27696,2022-10-04,C4132,Smartphone,7,501.82,PayPal,Pending
T27746,2020-07-14,C3876,Headphones,6,312.27,PayPal,Completed
T27753,2020-04-25,C2746,Headphones,4,770.57,PayPal,Completed
T27763,2023-05-05,C160,Smartphone,2,631.48,PayPal,Completed
T27772,2024-05-29,C1172,Coffee Machine,112,879.98,Credit Card,Failed
T27789,2024-12-29,C2382,Headphones,2,265.6,PayPal,Completed
T27792,2020-10-03,C2198,Headphones,1000,118.7,Credit Card,Failed
T27796,2024-01-16,C2658,Coffee Machine,327,899.57,PayPal,Completed
T27814,2025-01-17,C1739,Smartphone,8,811.13,PayPal,Completed
T27825,2022-04-15,C3853,H,280,391.65,Credit Card,Completed
T27849,2024-12-21,C4502,Smartpho,759,257.88,Credit Card,Failed
T27871,2021-09-02,C1767,Tablet,2,803.1,Cash,Pending
T27907,2021-04-03,C3423,Tablet,211,535.64,Credit Card,Completed
T27916,2023-10-28,C071,Laptop,7,473.15,Cash,Completed
T27941,2022-06-04,C1485,Smartphone,4,942.93,PayPal,Failed
T27951,2021-11-14,C3026,Smartphone,10,245.35,PayPal,Pending
T27954,2024-08-03,C2905,Coffee Machine,612,359.75,Credit Card,Completed
T27979,2021-05-21,C4758,Smartphone,10,560.3,Credit Card,Completed
T27981,2022-06-25,C1483,Laptop,10,599.4,Credit Card,Completed
T27991,2021-10-27,C2757,Coffee Machine,344,925.85,PayPal,Completed
T28008,2023-10-08,C834,Headphones,930,303.25,Credit Card,Completed
T28027,2022-05-25,C189,Tablet,524,701.72,PayPal,Completed
T28031,2021-12-21,C4993,Headphones,975,111.13,Credit Card,Pending
T28042,2024-08-16,C2627,Laptop,6,227.31,PayPal,Completed
T28044,2023-06-13,C3854,Headphones,4,617.91,Credit Card,Completed
T28056,2024-07-28,C3031,Smartph,5,457.28,PayPal,Completed
T28102,2021-10-25,C2509,Coffee Mac,5,178.33,PayPal,Completed
T28114,2020-01-15,C4209,Smartphone,484,153.69,Credit Card,Failed
T28120,2020-08-29,C4221,Coffee Machine,1,160.92,PayPal,Completed
T28130,2021-12-08,C3169,Headphones,350,242.0,Cash,Pending
T28153,2024-11-03,C758,Laptop,10,621.0,Credit Card,Pending
T28165,2023-08-12,C2970,Coffee Machine,643,996.98,PayPal,Completed
T78890,2021-10-21,C1412,Smartphone,6,716.43,PayPal,Pending
T28186,2021-03-05,C3362,Laptop,252,841.38,Cash,Completed
T28242,2023-09-21,C1535,Tablet,7,156.03,PayPal,Pending
T28265,2022-10-05,C3055,Hea,1,496.36,PayPal,Completed
T28283,2024-09-28,C2331,Laptop,2,549.06,PayPal,Failed
T28298,2023-03-01,C1259,Coffee Machine,1,577.76,PayPal,Completed
T28307,2021-09-24,C1333,Coffee Machine,902,991.32,PayPal,Completed
T28309,2023-08-20,C295,Tablet,119,243.0,PayPal,Failed
T28342,2021-05-25,C3212,Coffee Machine,559,598.98,PayPal,Completed
T28374,2022-12-10,C4197,Laptop,1000,100.39,PayPal,Completed
T28390,2023-07-13,C3282,Laptop,10,439.28,Cash,Failed
T28416,2024-11-22,C661,Headphones,401,161.39,PayPal,Completed
T28417,2021-05-20,C4835,Laptop,8,155.48,PayPal,Completed
T28496,2024-02-27,C2143,Smartphone,103,103.62,Credit Card,Completed
T28497,2023-07-29,C4811,Laptop,157,748.82,Credit Card,Completed
T28507,2020-04-02,C4486,Laptop,884,410.09,Credit Card,Completed
T28526,2022-10-23,C3902,Headphones,4,63.63,Credit Card,Pending
T28529,2021-03-03,C3393,Headphones,8,846.4,PayPal,Failed
T28613,2021-11-01,C659,Coffee Machine,769,112.37,Credit Card,Completed
T28620,2021-12-17,C894,Smartphone,475,182.38,Credit Card,Completed
T28624,2021-03-01,C2257,Laptop,600,540.1,Credit Card,Completed
T28625,2024-03-19,C4815,Coffee,1,463.51,Credit Card,Pending
T28661,2021-09-02,C2913,Tablet,10,472.32,PayPal,Failed
T28662,2021-09-09,C2912,Headphones,660,470.32,PayPal,Completed
T28667,2023-12-25,C780,Smartphone,2,780.32,PayPal,Pending
T28690,2023-06-29,C3739,Ta,10,503.58,Credit Card,Completed
T28737,2021-06-26,C3209,Laptop,3,164.58,Credit Card,Completed
T28743,2021-11-05,C4093,Laptop,657,627.32,Cash,Pending
T28773,2022-03-21,C4124,Tablet,238,869.38,PayPal,Completed
T28776,2022-07-19,C2760,Coffee Machine,843,419.72,Cash,Failed
T28784,2024-10-19,C2432,Smartphone,2,378.97,Credit Card,Completed
T28825,2023-11-30,C2325,Headphones,990,321.39,PayPal,Completed
T28898,2021-01-17,C4916,Smartphone,985,986.47,PayPal,Completed
T28925,2022-05-11,C583,Headphones,353,492.26,PayPal,Completed
T44642,2023-04-10,C3445,Smartphone,9,391.48,Credit Card,Completed
T28935,2021-11-28,C2495,Tab,2,411.93,PayPal,Pending
T28943,2023-08-24,C2835,Smartphone,489,905.62,Credit Card,Completed
T28953,2021-05-29,C256,Laptop,10,199.26,PayPal,Pending
T28967,2023-09-24,C2171,Laptop,5,936.84,Cash,Failed
T28971,2024-02-22,C3522,Smartphone,912,500.95,PayPal,Failed
T28999,2024-09-23,C3674,Coffee Machine,5,246.69,Credit Card,Failed
T29012,2023-01-19,C2505,Laptop,4,72.44,PayPal,Completed
T29033,2020-02-13,C3881,Headphones,546,944.4,Credit Card,Pending
T29041,2021-06-17,C398,Coffee Machine,9,65.75,PayPal,Completed
T29064,2025-01-13,C4056,S,953,662.71,PayPal,Completed
T29068,2021-10-29,C4716,Headphones,431,579.41,Credit Card,Failed
T29089,2021-01-13,C3387,Smartphone,9,755.98,Credit Card,Failed
T29158,2021-07-01,C1418,Smartphone,221,969.32,PayPal,Completed
T29171,2020-02-29,C2395,Headpho,798,634.31,Credit Card,Pending
T29193,2021-04-23,C4701,Coffee Machine,204,579.87,PayPal,Completed
T29194,2022-09-26,C1409,Laptop,9,130.33,Credit Card,Completed
T29199,2023-11-16,C337,Coffee Machine,526,779.05,PayPal,Pending
T29244,2024-05-08,C3226,Laptop,982,687.32,Cash,Failed
T29261,2022-08-12,C3182,Coffee M,4,644.2,Credit Card,Pending
T29299,2020-10-21,C3187,Laptop,6,232.12,PayPal,Completed
T29311,2024-05-09,C3636,Headphones,660,63.53,PayPal,Completed
T29319,2021-06-20,C136,Coffee Machine,4,930.88,Credit Card,Completed
T29333,2020-01-05,C2555,Smartphone,870,597.76,PayPal,Completed
T29337,2020-08-05,C4236,Tablet,944,63.76,Credit Card,Completed
T29367,2023-06-04,C3729,Headphones,1,562.58,PayPal,Pending
T29372,2022-04-24,C2563,Tablet,601,569.01,PayPal,Failed
T29388,2020-04-05,C4497,Coffee Machine,9,753.44,PayPal,Completed
T29434,2023-07-24,C627,Laptop,7,704.97,Credit Card,Failed
T29457,2023-07-22,C3525,Smartpho,7,845.68,PayPal,Completed
T29458,2022-06-20,C2000,Headphone,5,417.74,Credit Card,Completed
T29461,2024-10-24,C2802,Headphones,9,590.96,PayPal,Pending
T29464,2023-04-27,C2526,Laptop,561,768.73,PayPal,Pending
T29469,2021-09-04,C4684,Tablet,8,470.6,PayPal,Completed
T29474,2020-05-11,C2451,Smartphone,8,976.73,Cash,Completed
T29514,2024-07-01,C319,Tablet,854,327.33,Credit Card,Failed
T29539,2020-02-27,C4264,Laptop,558,642.33,Credit Card,Completed
T29556,2021-04-13,C2513,Headphones,328,444.71,PayPal,Completed
T29560,2024-03-08,C3617,Laptop,6,985.96,PayPal,Completed
T29561,2024-12-28,C4447,Coffee Machine,2,56.32,Credit Card,Completed
T29568,2022-10-13,C2313,Tablet,2,848.43,Credit Card,Pending
T29570,2024-04-20,C2160,Coffee Machine,352,319.04,PayPal,Completed
T29582,2020-01-29,C3853,Laptop,3,287.67,Credit Card,Completed
T29584,2023-05-09,C2730,Coffee Machine,9,591.66,PayPal,Pending
T29598,2023-12-28,C2580,Coffee Machine,968,920.06,PayPal,Completed
T29650,2023-08-23,C3910,Coffee Machi,582,121.27,PayPal,Failed
T29671,2020-02-19,C271,Coffee Machine,124,327.42,PayPal,Completed
T29674,2023-10-22,C4985,Laptop,772,427.89,PayPal,Failed
T29710,2020-09-27,C1942,Headphones,300,64.1,Credit Card,Completed
T29717,2021-01-08,C2995,Coffee M,818,203.99,PayPal,Completed
T29732,2022-02-08,C2201,Tablet,407,727.6,Cash,Completed
T29768,2022-09-15,C147,Headphones,615,511.04,PayPal,Completed
T29783,2023-10-21,C523,Coffee Machine,697,942.91,PayPal,Completed
T29820,2023-01-17,C4807,Smartphone,628,704.92,PayPal,Completed
T29826,2020-09-25,C3523,Smartphone,2,813.72,Credit Card,Pending
T29842,2021-06-12,C4431,Tablet,149,842.56,Cash,Pending
T29855,2022-11-06,C4493,Tablet,9,484.43,Credit Card,Pending
T29860,2021-04-21,C2383,Laptop,877,753.24,Credit Card,Pending
T29876,2020-10-25,C1117,Smartphone,457,497.47,PayPal,Failed
T29883,2021-11-15,C3143,Headphones,10,977.02,Credit Card,Completed
T29886,2020-06-18,C477,Smartphone,9,884.92,Credit Card,Completed
T29895,2022-05-27,C3478,Smartphone,3,481.52,Credit Card,Completed
T29930,2024-09-03,C3801,Coffee Machine,8,758.73,PayPal,Pending
T29947,2023-01-05,C1504,Laptop,399,118.74,PayPal,Completed
T29948,2021-10-18,C3478,Tablet,765,841.54,Credit Card,Pending
T29965,2022-03-19,C1305,Headphones,825,914.98,PayPal,Pending
T29982,2021-04-02,C3446,Headphones,225,687.21,Credit Card,Completed
T29984,2020-06-07,C876,Laptop,2,657.31,PayPal,Completed
T29990,2023-12-22,C882,Tablet,8,140.85,PayPal,Completed
T29995,2024-05-19,C3515,Smartphone,272,979.33,PayPal,Pending
T29999,2023-05-28,C2544,Laptop,776,893.04,PayPal,Pending
T30010,2022-05-13,C666,Coffee Machine,577,674.94,Cash,Failed
T30022,2021-05-06,C1539,Coffee Mach,10,645.83,PayPal,Pending
T30025,2021-12-07,C4402,Smartphone,718,212.31,PayPal,Pending
T30080,2021-02-16,C3837,Headphones,3,964.35,Cash,Pending
T30118,2024-07-20,C2366,Headph,6,110.53,Credit Card,Completed
T30151,2024-08-18,C1650,Coffee Machine,8,542.61,PayPal,Pending
T30190,2023-12-15,C3063,Coffee Machine,778,162.93,PayPal,Pending
T30218,2020-08-14,C4656,Laptop,4,443.26,PayPal,Completed
T30231,2023-11-06,C393,Smartphone,120,697.4,PayPal,Completed
T30254,2021-10-30,C4190,Table,4,352.63,Cash,Failed
T30262,2022-11-15,C1912,Tablet,9,856.17,PayPal,Completed
T30273,2020-04-27,C3545,Tablet,8,677.11,Credit Card,Completed
T30317,2022-06-10,C931,La,346,639.24,Credit Card,Failed
T30335,2021-11-22,C055,Coffee Machine,403,209.37,Cash,Completed
T30343,2020-06-10,C1989,Headphones,505,625.91,Credit Card,Completed
T30372,2023-12-02,C1100,Smartphone,149,142.54,Cash,Completed
T30399,2023-08-05,C260,Headphones,9,836.67,Credit Card,Pending
T30413,2023-07-08,C843,Laptop,654,531.73,PayPal,Completed
T30433,2023-09-06,C3121,Coffee Machin,1,844.92,PayPal,Failed
T30462,2023-04-02,C3063,Headphones,662,844.88,Credit Card,Completed
T30505,2022-12-11,C1938,Tablet,5,181.02,PayPal,Pending
T30516,2020-08-30,C3500,Laptop,143,109.95,Cash,Failed
T30518,2024-12-04,C1672,Headphones,10,315.15,PayPal,Pending
T30534,2020-09-25,C3330,Coffee Machine,371,993.66,Credit Card,Completed
T30538,2021-06-03,C2822,Headphones,6,266.01,Credit Card,Failed
T30562,2021-10-25,C310,Coffee Machine,811,959.16,Credit Card,Completed
T30579,2022-07-25,C1383,Headphones,532,299.41,PayPal,Completed
T30590,2021-06-09,C2641,Laptop,7,271.93,PayPal,Completed
T30646,2022-08-25,C4106,Coffee Machine,596,351.97,PayPal,Pending
T30660,2023-03-27,C3224,Tablet,910,185.52,Credit Card,Completed
T30676,2023-06-21,C634,Headphones,7,626.53,PayPal,Pending
T30677,2021-09-10,C1776,Headphones,840,294.98,Credit Card,Completed
T30696,2023-06-26,C4242,Smartphone,592,363.31,Credit Card,Completed
T30714,2021-05-25,C3361,Tablet,10,785.12,PayPal,Completed
T30720,2021-10-22,C3917,Laptop,136,239.4,Cash,Completed
T30725,2021-02-01,C4007,Smartphone,579,497.17,Cash,Completed
T30736,2021-06-20,C102,Tablet,5,644.41,Credit Card,Completed
T30737,2023-11-17,C3433,Smartphone,854,955.03,PayPal,Completed
T30749,2021-09-21,C4195,Coffee Machine,320,646.06,PayPal,Failed
T30772,2024-04-19,C1636,Coffee Machine,8,494.8,PayPal,Failed
T30774,2020-06-01,C3358,Tablet,10,552.68,Credit Card,Completed
T30788,2024-12-04,C2903,Tablet,917,363.7,Cash,Pending
T30790,2022-07-31,C391,Tablet,232,617.83,Credit Card,Completed
T30810,2021-02-17,C4657,Smartphone,7,178.36,PayPal,Completed
T30827,2021-01-30,C1368,Headphones,5,743.7,PayPal,Pending
T30868,2021-09-26,C3810,Smartphone,10,105.03,PayPal,Completed
T30896,2021-10-14,C3135,Laptop,560,596.87,PayPal,Pending
T30946,2020-03-21,C660,Laptop,960,192.92,Credit Card,Pending
T30973,2023-06-18,C1868,Tablet,148,224.72,Credit Card,Completed
T31000,2025-01-15,C4919,Smartphone,274,702.27,PayPal,Completed
T31039,2021-01-14,C3676,Tabl,380,516.45,Credit Card,Completed
T31062,2022-10-14,C3138,Coffee Machine,559,413.44,PayPal,Failed
T31134,2023-11-06,C3497,Laptop,10,183.78,Credit Card,Failed
T31157,2024-06-05,C008,Laptop,246,998.79,Credit Card,Completed
T31172,2021-09-08,C3201,Smartphone,7,849.71,Cash,Completed
T31174,2024-06-29,C1402,Tab,6,654.13,PayPal,Failed
T31175,2020-07-28,C4966,Tablet,10,509.3,PayPal,Pending
T31182,2022-03-17,C4752,Laptop,8,756.52,PayPal,Completed
T31183,2022-02-22,C3990,Tablet,3,461.17,PayPal,Completed
T31204,2020-02-17,C2362,Laptop,2,435.6,PayPal,Completed
T31224,2021-08-22,C2978,Laptop,233,717.4,Credit Card,Completed
T31256,2020-03-17,C749,Smartphone,484,705.35,Credit Card,Completed
T31274,2022-11-29,C225,Smartphone,618,816.65,PayPal,Completed
T31276,2024-06-18,C1746,Tablet,5,171.97,Credit Card,Pending
T31285,2020-06-14,C1156,Smartphone,576,161.61,Credit Card,Completed
T31296,2022-08-23,C1961,Smartphone,10,920.97,PayPal,Pending
T31305,2023-09-10,C2907,Coffee Machine,9,545.56,Cash,Failed
T31367,2024-05-11,C1209,Laptop,5,576.06,Cash,Failed
T31382,2022-03-09,C740,Headphones,6,352.85,PayPal,Completed
T31425,2023-04-09,C4381,Tablet,344,976.66,Credit Card,Completed
T31441,2022-06-10,C069,Laptop,5,900.06,Credit Card,Completed
T31471,2022-07-22,C1543,Coffee Machine,387,472.04,Credit Card,Failed
T31481,2020-10-01,C4023,Laptop,848,576.31,Credit Card,Pending
T31482,2021-04-09,C1798,Smartphone,3,278.1,Credit Card,Completed
T31522,2021-10-13,C1331,Laptop,8,652.91,PayPal,Failed
T31584,2024-05-02,C1462,Laptop,267,104.4,Credit Card,Pending
T31604,2022-11-28,C2481,Coffee Machine,7,522.26,PayPal,Completed
T31612,2024-02-01,C4632,Smartphone,4,605.22,Credit Card,Pending
T31638,2023-10-19,C2668,Tablet,128,282.98,PayPal,Completed
T31640,2023-04-20,C4598,Laptop,2,452.06,PayPal,Failed
T31641,2022-08-16,C1750,Smartphone,190,376.04,PayPal,Completed
T31645,2020-11-01,C4497,Smartphone,826,612.03,Credit Card,Failed
T31676,2023-07-01,C2179,Headphones,422,592.94,Cash,Failed
T31742,2021-08-27,C4361,H,441,351.33,PayPal,Completed
T31774,2020-01-15,C2763,Laptop,691,585.16,Credit Card,Completed
T31789,2022-06-05,C1592,Tablet,3,742.05,Credit Card,Failed
T31802,2022-08-13,C4783,Laptop,131,876.86,Credit Card,Failed
T31810,2024-10-17,C594,Smartphone,8,776.03,Credit Card,Completed
T31817,2021-04-07,C3156,Smartphone,311,682.42,PayPal,Pending
T31827,2020-11-12,C3737,Coffee Machine,4,407.92,PayPal,Pending
T31855,2022-05-24,C391,Smartphone,2,191.22,PayPal,Completed
T31872,2020-09-08,C4592,Laptop,1,802.29,Credit Card,Pending
T31890,2023-10-29,C4367,Coffee Machi,694,661.35,Cash,Failed
T31905,2022-04-05,C436,Laptop,930,374.97,Credit Card,Completed
T31934,2024-08-30,C2956,Headphones,9,479.81,PayPal,Completed
T31945,2021-10-14,C4612,Headphones,356,890.91,PayPal,Completed
T31965,2024-09-19,C2479,Tablet,10,55.04,PayPal,Completed
T31982,2022-04-28,C3275,Headphones,346,233.91,Credit Card,Completed
T32031,2024-09-27,C318,Smartphone,6,523.13,Credit Card,Failed
T32055,2020-12-23,C1201,Laptop,2,161.86,PayPal,Completed
T32122,2023-05-12,C3158,Headphones,6,448.69,PayPal,Pending
T32171,2024-02-26,C1012,Coffee Machine,487,970.78,Credit Card,Completed
T32216,2023-06-19,C3605,Tab,674,211.08,Credit Card,Pending
T32238,2022-08-21,C3059,Coffee Machi,331,434.71,PayPal,Pending
T32295,2021-02-19,C2460,Smartphone,700,533.8,Credit Card,Completed
T32299,2020-05-05,C4579,Coffee Machine,139,889.57,Cash,Failed
T32315,2024-08-08,C3722,Smartphone,118,872.76,PayPal,Pending
T32365,2021-05-24,C500,Laptop,5,758.21,PayPal,Failed
T32366,2024-09-05,C3080,Tablet,924,550.07,PayPal,Failed
T32367,2024-02-24,C2434,Headphones,351,74.56,Credit Card,Completed
T32381,2023-05-29,C4946,Headphones,827,855.02,Cash,Pending
T32403,2024-05-19,C4932,Tablet,707,679.31,Credit Card,Completed
T32412,2021-06-17,C3624,Table,955,792.51,PayPal,Completed
T32432,2020-04-28,C1595,Cof,338,844.73,PayPal,Pending
T32469,2021-10-31,C3833,Headphones,803,168.91,PayPal,Completed
T32476,2020-11-01,C676,Laptop,10,521.87,Credit Card,Pending
T32483,2023-05-19,C2115,Tablet,663,532.89,PayPal,Failed
T32486,2023-10-08,C4793,Coffee Machine,829,428.08,Cash,Failed
T32492,2021-03-18,C3561,Headphones,4,268.86,Cash,Failed
T32549,2020-07-12,C666,Smartphone,6,928.81,Credit Card,Completed
T32568,2022-01-24,C298,Tablet,6,967.8,PayPal,Completed
T32590,2020-07-05,C2118,Table,5,172.62,PayPal,Failed
T32605,2023-02-09,C2436,Tablet,792,859.38,PayPal,Pending
T32607,2021-12-09,C917,Tablet,8,346.75,PayPal,Completed
T32613,2021-08-17,C2507,Tab,2,463.67,PayPal,Pending
T32626,2020-06-07,C2562,Tablet,1,891.49,PayPal,Pending
T32627,2023-08-21,C4041,Coffee Machine,812,633.81,PayPal,Completed
T32637,2023-12-18,C2111,Laptop,531,748.61,Credit Card,Completed
T32681,2024-02-28,C306,Tablet,1,96.3,Credit Card,Failed
T32683,2021-04-14,C4487,Laptop,7,441.12,Cash,Completed
T32695,2020-05-04,C325,Coffee Machine,770,716.42,Credit Card,Completed
T32768,2020-06-29,C028,Smartp,851,612.74,Credit Card,Pending
T32783,2020-12-20,C4790,Laptop,3,465.52,Cash,Failed
T32822,2022-08-29,C2855,Smartphone,348,977.41,Credit Card,Failed
T32830,2020-11-22,C4467,Coffe,962,356.55,PayPal,Completed
T32833,2021-04-02,C1805,Smartphone,214,675.77,Cash,Completed
T32859,2022-07-31,C281,Laptop,225,560.81,PayPal,Pending
T32861,2024-03-09,C038,Headphones,7,544.46,Cash,Completed
T32882,2024-09-05,C392,Coffee Machine,948,628.81,PayPal,Completed
T32958,2024-04-29,C325,Tablet,8,831.72,Cash,Completed
T32990,2023-10-06,C1062,Tablet,10,86.59,Credit Card,Completed
T32998,2024-04-09,C4270,Coffee Machine,9,284.5,PayPal,Completed
T33020,2021-11-24,C1378,Cof,6,289.78,Credit Card,Completed
T33060,2024-05-23,C1073,Laptop,10,529.77,PayPal,Pending
T33092,2022-09-27,C3270,Headphones,752,573.26,PayPal,Failed
T33093,2020-01-16,C3348,Coffee Machine,981,192.75,Credit Card,Completed
T33103,2021-03-13,C2308,Coffee Machine,6,375.79,Credit Card,Failed
T33107,2022-08-25,C3798,Laptop,2,352.5,Credit Card,Completed
T33118,2023-12-05,C3556,Tablet,6,812.81,Credit Card,Completed
T33141,2021-11-11,C2663,Head,361,632.65,PayPal,Completed
T33144,2023-11-02,C533,Laptop,740,158.55,PayPal,Failed
T33165,2020-12-26,C3037,Laptop,6,794.87,Credit Card,Completed
T33171,2020-06-12,C4706,Laptop,6,308.92,PayPal,Completed
T33181,2024-11-02,C900,Coffee Machine,6,378.53,PayPal,Completed
T33197,2022-09-16,C2428,Smartphone,6,613.69,Credit Card,Completed
T33199,2023-02-20,C4171,Smartphone,283,892.39,Credit Card,Completed
T33206,2022-10-25,C1069,Tablet,9,904.93,Credit Card,Completed
T33223,2025-01-09,C4586,Coffee Machine,8,701.02,Credit Card,Completed
T33254,2021-04-02,C4028,Sma,2,821.73,Credit Card,Completed
T33269,2020-11-29,C2367,Tablet,659,600.68,PayPal,Failed
T33283,2021-12-05,C1321,Tablet,7,651.71,Credit Card,Completed
T33298,2020-08-11,C1392,Headp,784,790.29,PayPal,Pending
T33322,2024-01-17,C1748,Head,1,514.08,Credit Card,Completed
T33336,2021-08-28,C125,Headphones,9,402.14,Cash,Completed
T33359,2021-03-10,C1714,Headphones,443,496.93,PayPal,Completed
T33362,2022-06-11,C2972,S,587,389.36,Credit Card,Completed
T33377,2024-06-12,C3681,Coffee Machine,711,392.63,PayPal,Completed
T7466,2023-11-20,C4651,Headphones,547,311.71,Cash,Completed
T33421,2021-03-23,C4108,Tablet,6,565.16,PayPal,Completed
T33454,2022-12-27,C290,Headphones,8,476.08,Cash,Pending
T33457,2022-01-04,C2181,Coffee Machine,1,648.49,Credit Card,Failed
T33467,2021-07-30,C1862,Smartphone,8,305.08,PayPal,Completed
T33488,2024-03-10,C3858,Coffee Machine,8,679.06,PayPal,Failed
T33507,2022-08-31,C2778,Headphones,845,771.19,PayPal,Failed
T33510,2023-03-19,C4953,Coffee Machine,8,114.71,PayPal,Completed
T33533,2022-11-13,C2574,Smartphone,4,219.85,PayPal,Failed
T33540,2023-10-24,C4521,Coffee Machine,473,437.41,Cash,Completed
T33559,2023-10-01,C534,Headphones,990,422.08,Cash,Completed
T33567,2024-12-14,C903,Laptop,656,718.49,Credit Card,Failed
T33606,2023-08-30,C4514,Tablet,783,255.58,Cash,Failed
T33619,2024-06-27,C2110,Laptop,756,372.53,Cash,Failed
T33626,2020-12-02,C2911,Coffee Machine,536,192.73,Credit Card,Completed
T33638,2022-07-21,C3003,Smartphone,4,914.79,PayPal,Failed
T33639,2022-09-22,C2084,S,704,744.01,Cash,Completed
T33662,2021-01-16,C3501,Laptop,8,564.31,PayPal,Completed
